,高雄時間,同意票,不同意票,同意比例,有效票,無效票,投票人數,已開投票所投票人總數,投票率,應送行政區,已送行政區,應送開票所,已送開票所,行政區
1862,2020-06-06 17:38:46,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
1863,2020-06-06 17:38:46,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
1864,2020-06-06 17:38:46,29977,852,37.89,30829,176,31005,74549,41.59,1,0,72,69,岡山區
1865,2020-06-06 17:38:46,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
1866,2020-06-06 17:38:46,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
1867,2020-06-06 17:38:47,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
1868,2020-06-06 17:38:47,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
1869,2020-06-06 17:38:47,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
1870,2020-06-06 17:38:47,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
1871,2020-06-06 17:38:47,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
1872,2020-06-06 17:38:47,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
1873,2020-06-06 17:38:47,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
1874,2020-06-06 17:38:47,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
1875,2020-06-06 17:38:47,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
1876,2020-06-06 17:38:48,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
1877,2020-06-06 17:38:48,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
1878,2020-06-06 17:38:48,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
1879,2020-06-06 17:38:48,9573,411,28.06,9984,86,10070,33458,30.1,1,0,32,31,美濃區
1880,2020-06-06 17:38:48,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
1881,2020-06-06 17:38:48,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
1882,2020-06-06 17:38:48,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
1883,2020-06-06 17:38:48,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
1884,2020-06-06 17:39:39,9437,252,39.81,9689,47,9736,23704,41.07,1,1,22,22,前金區
1885,2020-06-06 17:39:39,60061,1587,39.64,61648,277,61925,147664,41.94,1,0,99,97,楠梓區
1886,2020-06-06 17:39:39,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
1887,2020-06-06 17:39:39,56868,1399,35.97,58267,268,58535,156338,37.44,1,0,103,102,左營區
1888,2020-06-06 17:39:39,54333,1393,41.92,55726,257,55983,127470,43.92,1,0,89,88,小港區
1889,2020-06-06 17:39:39,17452,443,40.21,17895,96,17991,43397,41.46,1,1,42,42,新興區
1890,2020-06-06 17:39:39,109833,2623,39.05,112456,518,112974,256956,43.97,1,0,189,175,三民區
1891,2020-06-06 17:39:39,56469,1409,39.56,57878,294,58172,141250,41.18,1,0,116,115,苓雅區
1892,2020-06-06 17:39:39,66816,1779,42.48,68595,347,68942,157294,43.83,1,1,119,119,前鎮區
1893,2020-06-06 17:39:39,883568,23642,38.42,907210,4837,912047,2168758,42.05,38,29,1823,1732,高雄市
1894,2020-06-06 17:39:39,10658,295,44.49,10953,58,11011,23954,45.97,1,1,18,18,旗津區
1895,2020-06-06 17:39:39,41102,926,36.24,42028,174,42202,104741,40.29,1,0,77,72,鼓山區
1896,2020-06-06 17:39:40,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
1897,2020-06-06 17:39:40,25028,684,43.44,25712,194,25906,57617,44.96,1,1,51,51,林園區
1898,2020-06-06 17:39:40,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
1899,2020-06-06 17:39:40,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
1900,2020-06-06 17:39:40,27799,714,29.27,28513,158,28671,67945,42.2,1,0,81,58,大寮區
1901,2020-06-06 17:39:40,13320,363,45.49,13683,89,13772,29282,47.03,1,1,24,24,大社區
1902,2020-06-06 17:39:40,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
1903,2020-06-06 17:39:40,15318,389,42.88,15707,89,15796,35719,44.22,1,1,32,32,大樹區
1904,2020-06-06 17:39:40,92131,2419,31.33,94550,485,95035,233895,40.63,1,0,228,185,鳳山區
1905,2020-06-06 17:39:40,31385,879,39.67,32264,182,32446,77374,41.93,1,0,72,71,岡山區
1906,2020-06-06 17:39:41,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
1907,2020-06-06 17:39:41,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
1908,2020-06-06 17:39:41,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
1909,2020-06-06 17:39:41,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
1910,2020-06-06 17:39:42,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
1911,2020-06-06 17:39:42,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
1912,2020-06-06 17:39:42,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
1913,2020-06-06 17:39:42,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
1914,2020-06-06 17:39:43,9749,420,28.58,10169,88,10257,34112,30.07,1,1,32,32,美濃區
1915,2020-06-06 17:39:43,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
1916,2020-06-06 17:39:43,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
1917,2020-06-06 17:39:43,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
1918,2020-06-06 17:39:43,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
1919,2020-06-06 17:39:44,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
1920,2020-06-06 17:39:44,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
1921,2020-06-06 17:39:44,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
1922,2020-06-06 17:39:44,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
1923,2020-06-06 17:40:34,17452,443,40.21,17895,96,17991,43397,41.46,1,1,42,42,新興區
1924,2020-06-06 17:40:34,41102,926,36.24,42028,174,42202,104741,40.29,1,0,77,72,鼓山區
1925,2020-06-06 17:40:34,56868,1399,35.97,58267,268,58535,156338,37.44,1,0,103,102,左營區
1926,2020-06-06 17:40:34,9437,252,39.81,9689,47,9736,23704,41.07,1,1,22,22,前金區
1927,2020-06-06 17:40:34,883568,23642,38.42,907210,4837,912047,2168758,42.05,38,29,1823,1732,高雄市
1928,2020-06-06 17:40:34,109833,2623,39.05,112456,518,112974,256956,43.97,1,0,189,175,三民區
1929,2020-06-06 17:40:34,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
1930,2020-06-06 17:40:34,60061,1587,39.64,61648,277,61925,147664,41.94,1,0,99,97,楠梓區
1931,2020-06-06 17:40:35,10658,295,44.49,10953,58,11011,23954,45.97,1,1,18,18,旗津區
1932,2020-06-06 17:40:35,56469,1409,39.56,57878,294,58172,141250,41.18,1,0,116,115,苓雅區
1933,2020-06-06 17:40:35,66816,1779,42.48,68595,347,68942,157294,43.83,1,1,119,119,前鎮區
1934,2020-06-06 17:40:36,54333,1393,41.92,55726,257,55983,127470,43.92,1,0,89,88,小港區
1935,2020-06-06 17:40:36,25028,684,43.44,25712,194,25906,57617,44.96,1,1,51,51,林園區
1936,2020-06-06 17:40:36,92131,2419,31.33,94550,485,95035,233895,40.63,1,0,228,185,鳳山區
1937,2020-06-06 17:40:37,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
1938,2020-06-06 17:40:37,31385,879,39.67,32264,182,32446,77374,41.93,1,0,72,71,岡山區
1939,2020-06-06 17:40:37,15318,389,42.88,15707,89,15796,35719,44.22,1,1,32,32,大樹區
1940,2020-06-06 17:40:37,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
1941,2020-06-06 17:40:37,27799,714,29.27,28513,158,28671,67945,42.2,1,0,81,58,大寮區
1942,2020-06-06 17:40:37,13320,363,45.49,13683,89,13772,29282,47.03,1,1,24,24,大社區
1943,2020-06-06 17:40:38,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
1944,2020-06-06 17:40:38,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
1945,2020-06-06 17:40:38,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
1946,2020-06-06 17:40:38,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
1947,2020-06-06 17:40:38,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
1948,2020-06-06 17:40:38,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
1949,2020-06-06 17:40:38,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
1950,2020-06-06 17:40:39,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
1951,2020-06-06 17:40:39,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
1952,2020-06-06 17:40:39,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
1953,2020-06-06 17:40:39,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
1954,2020-06-06 17:40:40,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
1955,2020-06-06 17:40:40,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
1956,2020-06-06 17:40:40,9749,420,28.58,10169,88,10257,34112,30.07,1,1,32,32,美濃區
1957,2020-06-06 17:40:41,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
1958,2020-06-06 17:40:41,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
1959,2020-06-06 17:40:41,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
1960,2020-06-06 17:40:41,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
1961,2020-06-06 17:40:41,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
1962,2020-06-06 17:41:31,883568,23642,38.42,907210,4837,912047,2168758,42.05,38,29,1823,1732,高雄市
1963,2020-06-06 17:41:31,56868,1399,35.97,58267,268,58535,156338,37.44,1,0,103,102,左營區
1964,2020-06-06 17:41:31,41102,926,36.24,42028,174,42202,104741,40.29,1,0,77,72,鼓山區
1965,2020-06-06 17:41:31,60061,1587,39.64,61648,277,61925,147664,41.94,1,0,99,97,楠梓區
1966,2020-06-06 17:41:31,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
1967,2020-06-06 17:41:32,17452,443,40.21,17895,96,17991,43397,41.46,1,1,42,42,新興區
1968,2020-06-06 17:41:32,9437,252,39.81,9689,47,9736,23704,41.07,1,1,22,22,前金區
1969,2020-06-06 17:41:32,109833,2623,39.05,112456,518,112974,256956,43.97,1,0,189,175,三民區
1970,2020-06-06 17:41:32,66816,1779,42.48,68595,347,68942,157294,43.83,1,1,119,119,前鎮區
1971,2020-06-06 17:41:32,56469,1409,39.56,57878,294,58172,141250,41.18,1,0,116,115,苓雅區
1972,2020-06-06 17:41:33,25028,684,43.44,25712,194,25906,57617,44.96,1,1,51,51,林園區
1973,2020-06-06 17:41:33,15318,389,42.88,15707,89,15796,35719,44.22,1,1,32,32,大樹區
1974,2020-06-06 17:41:33,27799,714,29.27,28513,158,28671,67945,42.2,1,0,81,58,大寮區
1975,2020-06-06 17:41:33,13320,363,45.49,13683,89,13772,29282,47.03,1,1,24,24,大社區
1976,2020-06-06 17:41:33,92131,2419,31.33,94550,485,95035,233895,40.63,1,0,228,185,鳳山區
1977,2020-06-06 17:41:33,10658,295,44.49,10953,58,11011,23954,45.97,1,1,18,18,旗津區
1978,2020-06-06 17:41:33,54333,1393,41.92,55726,257,55983,127470,43.92,1,0,89,88,小港區
1979,2020-06-06 17:41:34,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
1980,2020-06-06 17:41:34,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
1981,2020-06-06 17:41:34,31385,879,39.67,32264,182,32446,77374,41.93,1,0,72,71,岡山區
1982,2020-06-06 17:41:34,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
1983,2020-06-06 17:41:35,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
1984,2020-06-06 17:41:35,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
1985,2020-06-06 17:41:36,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
1986,2020-06-06 17:41:36,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
1987,2020-06-06 17:41:36,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
1988,2020-06-06 17:41:36,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
1989,2020-06-06 17:41:37,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
1990,2020-06-06 17:41:37,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
1991,2020-06-06 17:41:37,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
1992,2020-06-06 17:41:37,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
1993,2020-06-06 17:41:37,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
1994,2020-06-06 17:41:37,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
1995,2020-06-06 17:41:37,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
1996,2020-06-06 17:41:37,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
1997,2020-06-06 17:41:37,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
1998,2020-06-06 17:41:37,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
1999,2020-06-06 17:41:37,9749,420,28.58,10169,88,10257,34112,30.07,1,1,32,32,美濃區
2000,2020-06-06 17:41:38,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
2001,2020-06-06 17:42:28,111643,2663,39.69,114306,527,114833,260604,44.06,1,0,189,177,三民區
2002,2020-06-06 17:42:28,60061,1587,39.64,61648,277,61925,147664,41.94,1,0,99,97,楠梓區
2003,2020-06-06 17:42:28,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
2004,2020-06-06 17:42:28,57508,1416,36.37,58924,271,59195,158116,37.44,1,1,103,103,左營區
2005,2020-06-06 17:42:28,41798,947,36.85,42745,175,42920,106570,40.27,1,0,77,73,鼓山區
2006,2020-06-06 17:42:28,895007,23898,38.91,918905,4900,923805,2194141,42.1,38,32,1823,1750,高雄市
2007,2020-06-06 17:42:29,10658,295,44.49,10953,58,11011,23954,45.97,1,1,18,18,旗津區
2008,2020-06-06 17:42:29,55361,1415,42.72,56776,259,57035,129597,44.01,1,1,89,89,小港區
2009,2020-06-06 17:42:29,17452,443,40.21,17895,96,17991,43397,41.46,1,1,42,42,新興區
2010,2020-06-06 17:42:29,97529,2536,33.16,100065,517,100582,245857,40.91,1,0,228,194,鳳山區
2011,2020-06-06 17:42:29,9437,252,39.81,9689,47,9736,23704,41.07,1,1,22,22,前金區
2012,2020-06-06 17:42:29,66816,1779,42.48,68595,347,68942,157294,43.83,1,1,119,119,前鎮區
2013,2020-06-06 17:42:29,56469,1409,39.56,57878,294,58172,141250,41.18,1,0,116,115,苓雅區
2014,2020-06-06 17:42:30,15318,389,42.88,15707,89,15796,35719,44.22,1,1,32,32,大樹區
2015,2020-06-06 17:42:30,28967,737,30.5,29704,166,29870,70245,42.52,1,0,81,61,大寮區
2016,2020-06-06 17:42:30,25028,684,43.44,25712,194,25906,57617,44.96,1,1,51,51,林園區
2017,2020-06-06 17:42:31,32084,895,40.55,32979,190,33169,79113,41.93,1,1,72,72,岡山區
2018,2020-06-06 17:42:31,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
2019,2020-06-06 17:42:31,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
2020,2020-06-06 17:42:31,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
2021,2020-06-06 17:42:31,13320,363,45.49,13683,89,13772,29282,47.03,1,1,24,24,大社區
2022,2020-06-06 17:42:32,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
2023,2020-06-06 17:42:32,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
2024,2020-06-06 17:42:32,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
2025,2020-06-06 17:42:32,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
2026,2020-06-06 17:42:32,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
2027,2020-06-06 17:42:32,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
2028,2020-06-06 17:42:32,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
2029,2020-06-06 17:42:32,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
2030,2020-06-06 17:42:33,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
2031,2020-06-06 17:42:33,9749,420,28.58,10169,88,10257,34112,30.07,1,1,32,32,美濃區
2032,2020-06-06 17:42:33,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
2033,2020-06-06 17:42:33,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
2034,2020-06-06 17:42:33,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
2035,2020-06-06 17:42:33,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
2036,2020-06-06 17:42:34,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
2037,2020-06-06 17:42:34,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
2038,2020-06-06 17:42:34,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
2039,2020-06-06 17:42:34,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
2040,2020-06-06 17:43:24,895007,23898,38.91,918905,4900,923805,2194141,42.1,38,32,1823,1750,高雄市
2041,2020-06-06 17:43:24,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
2042,2020-06-06 17:43:25,111643,2663,39.69,114306,527,114833,260604,44.06,1,0,189,177,三民區
2043,2020-06-06 17:43:25,57508,1416,36.37,58924,271,59195,158116,37.44,1,1,103,103,左營區
2044,2020-06-06 17:43:25,17452,443,40.21,17895,96,17991,43397,41.46,1,1,42,42,新興區
2045,2020-06-06 17:43:25,60061,1587,39.64,61648,277,61925,147664,41.94,1,0,99,97,楠梓區
2046,2020-06-06 17:43:25,41798,947,36.85,42745,175,42920,106570,40.27,1,0,77,73,鼓山區
2047,2020-06-06 17:43:26,66816,1779,42.48,68595,347,68942,157294,43.83,1,1,119,119,前鎮區
2048,2020-06-06 17:43:26,9437,252,39.81,9689,47,9736,23704,41.07,1,1,22,22,前金區
2049,2020-06-06 17:43:26,56469,1409,39.56,57878,294,58172,141250,41.18,1,0,116,115,苓雅區
2050,2020-06-06 17:43:27,15318,389,42.88,15707,89,15796,35719,44.22,1,1,32,32,大樹區
2051,2020-06-06 17:43:27,28967,737,30.5,29704,166,29870,70245,42.52,1,0,81,61,大寮區
2052,2020-06-06 17:43:27,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
2053,2020-06-06 17:43:27,13320,363,45.49,13683,89,13772,29282,47.03,1,1,24,24,大社區
2054,2020-06-06 17:43:27,55361,1415,42.72,56776,259,57035,129597,44.01,1,1,89,89,小港區
2055,2020-06-06 17:43:27,25028,684,43.44,25712,194,25906,57617,44.96,1,1,51,51,林園區
2056,2020-06-06 17:43:27,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
2057,2020-06-06 17:43:27,97529,2536,33.16,100065,517,100582,245857,40.91,1,0,228,194,鳳山區
2058,2020-06-06 17:43:27,10658,295,44.49,10953,58,11011,23954,45.97,1,1,18,18,旗津區
2059,2020-06-06 17:43:28,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
2060,2020-06-06 17:43:28,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
2061,2020-06-06 17:43:28,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
2062,2020-06-06 17:43:28,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
2063,2020-06-06 17:43:28,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
2064,2020-06-06 17:43:28,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
2065,2020-06-06 17:43:28,32084,895,40.55,32979,190,33169,79113,41.93,1,1,72,72,岡山區
2066,2020-06-06 17:43:28,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
2067,2020-06-06 17:43:28,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
2068,2020-06-06 17:43:29,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
2069,2020-06-06 17:43:29,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
2070,2020-06-06 17:43:29,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
2071,2020-06-06 17:43:29,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
2072,2020-06-06 17:43:29,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
2073,2020-06-06 17:43:29,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
2074,2020-06-06 17:43:29,9749,420,28.58,10169,88,10257,34112,30.07,1,1,32,32,美濃區
2075,2020-06-06 17:43:29,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
2076,2020-06-06 17:43:29,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
2077,2020-06-06 17:43:30,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
2078,2020-06-06 17:43:30,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
2079,2020-06-06 17:44:20,895007,23898,38.91,918905,4900,923805,2194141,42.1,38,32,1823,1750,高雄市
2080,2020-06-06 17:44:20,57508,1416,36.37,58924,271,59195,158116,37.44,1,1,103,103,左營區
2081,2020-06-06 17:44:20,60061,1587,39.64,61648,277,61925,147664,41.94,1,0,99,97,楠梓區
2082,2020-06-06 17:44:20,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
2083,2020-06-06 17:44:20,41798,947,36.85,42745,175,42920,106570,40.27,1,0,77,73,鼓山區
2084,2020-06-06 17:44:21,17452,443,40.21,17895,96,17991,43397,41.46,1,1,42,42,新興區
2085,2020-06-06 17:44:21,111643,2663,39.69,114306,527,114833,260604,44.06,1,0,189,177,三民區
2086,2020-06-06 17:44:21,66816,1779,42.48,68595,347,68942,157294,43.83,1,1,119,119,前鎮區
2087,2020-06-06 17:44:21,28967,737,30.5,29704,166,29870,70245,42.52,1,0,81,61,大寮區
2088,2020-06-06 17:44:21,16662,412,42.76,17074,91,17165,38963,44.05,1,1,28,28,鳥松區
2089,2020-06-06 17:44:21,15318,389,42.88,15707,89,15796,35719,44.22,1,1,32,32,大樹區
2090,2020-06-06 17:44:21,13320,363,45.49,13683,89,13772,29282,47.03,1,1,24,24,大社區
2091,2020-06-06 17:44:21,56469,1409,39.56,57878,294,58172,141250,41.18,1,0,116,115,苓雅區
2092,2020-06-06 17:44:21,9437,252,39.81,9689,47,9736,23704,41.07,1,1,22,22,前金區
2093,2020-06-06 17:44:21,55361,1415,42.72,56776,259,57035,129597,44.01,1,1,89,89,小港區
2094,2020-06-06 17:44:21,97529,2536,33.16,100065,517,100582,245857,40.91,1,0,228,194,鳳山區
2095,2020-06-06 17:44:21,32787,886,44.32,33673,168,33841,73973,45.75,1,1,47,47,仁武區
2096,2020-06-06 17:44:21,10658,295,44.49,10953,58,11011,23954,45.97,1,1,18,18,旗津區
2097,2020-06-06 17:44:21,25028,684,43.44,25712,194,25906,57617,44.96,1,1,51,51,林園區
2098,2020-06-06 17:44:22,32084,895,40.55,32979,190,33169,79113,41.93,1,1,72,72,岡山區
2099,2020-06-06 17:44:22,16254,507,49.89,16761,95,16856,32578,51.74,1,1,31,31,橋頭區
2100,2020-06-06 17:44:23,4914,122,42.0,5036,23,5059,11699,43.24,1,1,12,12,永安區
2101,2020-06-06 17:44:23,18054,568,42.55,18622,111,18733,42432,44.15,1,1,41,41,路竹區
2102,2020-06-06 17:44:23,10559,281,44.29,10840,70,10910,23841,45.76,1,1,21,21,阿蓮區
2103,2020-06-06 17:44:23,2552,92,39.72,2644,21,2665,6425,41.48,1,1,12,12,田寮區
2104,2020-06-06 17:44:23,10600,315,41.54,10915,59,10974,25515,43.01,1,1,21,21,茄萣區
2105,2020-06-06 17:44:23,10929,369,43.55,11298,75,11373,25097,45.32,1,1,24,24,湖內區
2106,2020-06-06 17:44:23,10618,306,41.88,10924,91,11015,25354,43.44,1,1,25,25,燕巢區
2107,2020-06-06 17:44:24,1223,56,23.41,1279,16,1295,5224,24.79,1,1,7,7,甲仙區
2108,2020-06-06 17:44:24,6173,193,38.78,6366,48,6414,15918,40.29,1,1,18,18,彌陀區
2109,2020-06-06 17:44:24,9749,420,28.58,10169,88,10257,34112,30.07,1,1,32,32,美濃區
2110,2020-06-06 17:44:24,14032,404,46.35,14436,87,14523,30272,47.98,1,1,28,28,梓官區
2111,2020-06-06 17:44:24,2880,164,26.41,3044,40,3084,10903,28.29,1,1,12,12,六龜區
2112,2020-06-06 17:44:24,201,24,6.01,225,2,227,3342,6.79,1,1,8,8,桃源區
2113,2020-06-06 17:44:24,60,1,3.95,61,0,61,1520,4.01,1,1,3,3,茂林區
2114,2020-06-06 17:44:24,2733,121,26.69,2854,28,2882,10238,28.15,1,1,10,10,杉林區
2115,2020-06-06 17:44:24,11399,474,37.0,11873,78,11951,30807,38.79,1,1,35,35,旗山區
2116,2020-06-06 17:44:24,3863,145,30.86,4008,56,4064,12517,32.47,1,1,18,18,內門區
2117,2020-06-06 17:44:25,209,7,8.95,216,0,216,2334,9.25,1,1,4,4,那瑪夏區
2118,2020-06-06 17:45:15,60747,1607,40.09,62354,279,62633,149662,41.85,1,0,99,98,楠梓區
2119,2020-06-06 17:45:15,9107,221,43.17,9328,57,9385,21094,44.49,1,1,24,24,鹽埕區
2120,2020-06-06 17:45:15,902073,24087,39.22,926160,4924,931084,2211667,42.1,38,33,1823,1762,高雄市
2121,2020-06-06 17:45:15,57508,1416,36.37,58924,271,59195,158116,37.44,1,1,103,103,左營區
2122,2020-06-06 17:45:15,41798,947,36.85,42745,175,42920,106570,40.27,1,0,77,73,鼓山區
